provincia,provincia,casos_total,casos_nuevos,muertes_total,muertes_nuevos,observaciones
2020-03-05,CABA,1,1,0,0,El caso es importado
2020-03-06,CABA,2,1,0,0,El nuevo caso es importado
2020-03-07,Buenos Aires,1,1,,,
2020-03-07,CABA,8,6,,,
2020-03-08,Buenos Aires,2,1,0,0,El nuevo caso es importado
2020-03-08,CABA,10,2,0,0,Los dos casos con importados
2020-03-09,Buenos Aires,2,0,0,0,
2020-03-09,CABA,11,1,1,1,El caso es importado
2020-03-09,Chaco,2,2,0,0,Los 2 casos son importados
2020-03-09,Río Negro,1,1,0,0,
2020-03-09,San Luis,1,1,0,0,
2020-03-10,Buenos Aires,3,1,0,0,El nuevo caso es importado
2020-03-10,CABA,12,1,1,0,El caso es importado
2020-03-10,Chaco,2,0,0,0,
2020-03-10,Río Negro,1,0,0,0,
2020-03-10,San Luis,1,0,0,0,
2020-03-11,Buenos Aires,4,1,0,0,El nuevo caso es importado
2020-03-11,CABA,13,1,1,0,El caso es importado
2020-03-11,Chaco,2,0,0,0,
2020-03-11,Río Negro,1,0,0,0,
2020-03-11,San Luis,1,0,0,0,
2020-03-12,Buenos Aires,7,3,0,0,
2020-03-12,CABA,16,3,1,0,
2020-03-12,Chaco,4,2,0,0,
2020-03-12,Córdoba,2,2,0,0,
2020-03-12,Río Negro,1,0,0,0,
2020-03-12,San Luis,1,0,0,0,
2020-03-13,Buenos Aires,8,1,0,0,
2020-03-13,CABA,18,2,1,0,
2020-03-13,Chaco,4,0,1,1,
2020-03-13,Córdoba,2,0,0,0,
2020-03-13,Río Negro,1,0,0,0,
2020-03-13,San Luis,1,0,0,0,
2020-03-14,Buenos Aires,11,3,0,0,
2020-03-14,CABA,21,3,1,0,
2020-03-14,Chaco,7,3,1,0,
2020-03-14,Córdoba,2,0,0,0,
2020-03-14,Río Negro,1,0,0,0,
2020-03-14,San Luis,1,0,0,0,
2020-03-14,Santa Fe,2,2,0,0,
2020-03-15,Buenos Aires,12,1,0,0,
2020-03-15,CABA,27,6,1,0,
2020-03-15,Chaco,9,2,1,0,
2020-03-15,Chubut,1,1,0,0,Caso importado
2020-03-15,Córdoba,2,0,0,0,
2020-03-15,Río Negro,1,0,0,0,
2020-03-15,San Luis,1,0,0,0,
2020-03-15,Santa Fe,2,0,0,0,
2020-03-15,Tierra del Fuego,2,2,0,0,
2020-03-16,Buenos Aires,13,1,0,0,
2020-03-16,CABA,32,5,1,0,Los 5 casos son importados
2020-03-16,Chaco,12,3,1,0,Hay transmisión local 
2020-03-16,Córdoba,2,0,0,0,
2020-03-16,Río Negro,1,0,0,0,
2020-03-16,San Luis,1,0,0,0,
2020-03-16,Santa Fe,2,0,0,0,
2020-03-16,Tierra del Fuego,2,0,0,0,
2020-03-17,Buenos Aires,15,2,0,0,
2020-03-17,CABA,36,4,1,0,
2020-03-17,Chaco,13,1,1,0,
2020-03-17,Córdoba,4,2,0,0,Hay transmision local 
2020-03-17,Entre Ríos,1,1,0,0,Caso importado
2020-03-17,Jujuy,1,1,0,0,Caso importado
2020-03-17,Río Negro,2,1,0,0,
2020-03-17,Salta,1,1,0,0,
2020-03-17,San Luis,1,0,0,0,
2020-03-17,Santa Cruz,1,1,0,0,
2020-03-17,Santa Fe,2,0,0,0,
2020-03-17,Tierra del Fuego,2,0,0,0,
2020-03-18,Buenos Aires,21,6,0,0,
2020-03-18,CABA,46,10,1,0,
2020-03-18,Chaco,14,1,1,0,
2020-03-18,Córdoba,5,1,0,0,
2020-03-18,Entre Ríos,2,1,0,0,
2020-03-18,Jujuy,1,0,0,0,
2020-03-18,Río Negro,2,0,0,0,
2020-03-18,Salta,1,0,0,0,
2020-03-18,San Luis,1,0,0,0,
2020-03-18,Santa Cruz,1,0,0,0,
2020-03-18,Santa Fe,2,0,0,0,
2020-03-18,Tierra del Fuego,2,0,0,0,
2020-03-19,Buenos Aires,36,15,,,
2020-03-19,CABA,54,8,,,
2020-03-19,Chaco,16,2,,,
2020-03-19,Córdoba,8,3,0,0,
2020-03-19,Entre Ríos,2,0,0,0,
2020-03-19,Jujuy,1,0,0,0,
2020-03-19,Río Negro,3,1,0,0,
2020-03-19,Salta,1,0,0,0,
2020-03-19,San Luis,1,0,0,0,
2020-03-19,Santa Cruz,1,0,0,0,
2020-03-19,Santa Fe,3,1,0,0,
2020-03-19,Tierra del Fuego,2,0,0,0,
2020-03-19,Tucumán,1,1,0,0,
2020-03-20,Buenos Aires,45,9,,,
2020-03-20,CABA,63,9,,,
2020-03-20,Chaco,17,1,,,
2020-03-20,Córdoba,13,5,0,0,
2020-03-20,Corrientes,1,1,0,0,Caso importado
2020-03-20,Entre Ríos,3,1,0,0,
2020-03-20,Jujuy,1,0,0,0,
2020-03-20,Neuquén,2,2,0,0,
2020-03-20,Río Negro,3,0,0,0,
2020-03-20,Salta,1,0,0,0,
2020-03-20,San Luis,1,0,0,0,
2020-03-20,Santa Cruz,1,0,0,0,
2020-03-20,Santa Fe,3,0,0,0,
2020-03-20,Santiago del Estero,1,1,0,0,
2020-03-20,Tierra del Fuego,3,1,0,0,
2020-03-20,Tucumán,1,0,0,0,
2020-03-21,Buenos Aires,60,15,,1,
2020-03-21,CABA,92,29,,0,
2020-03-21,Chaco,22,5,,0,
2020-03-21,Córdoba,17,4,0,0,
2020-03-21,Corrientes,3,2,0,0,
2020-03-21,Entre Ríos,3,0,0,0,
2020-03-21,Jujuy,1,0,0,0,
2020-03-21,Mendoza,5,5,0,0,
2020-03-21,Neuquén,2,0,0,0,
2020-03-21,Río Negro,4,1,0,0,
2020-03-21,Salta,1,0,0,0,
2020-03-21,San Luis,1,0,0,0,
2020-03-21,Santa Cruz,1,0,0,0,
2020-03-21,Santa Fe,5,2,0,0,
2020-03-21,Santiago del Estero,1,0,0,0,
2020-03-21,Tierra del Fuego,6,3,0,0,
2020-03-21,Tucumán,2,1,0,0,
2020-03-22,Buenos Aires,68,8,,0,
2020-03-22,CABA,104,12,,0,
2020-03-22,Chaco,29,7,,0,
2020-03-22,Córdoba,25,8,0,0,
2020-03-22,Corrientes,3,0,0,0,
2020-03-22,Entre Ríos,3,0,0,0,
2020-03-22,Jujuy,1,0,0,0,
2020-03-22,Mendoza,5,0,0,0,
2020-03-22,Misiones,1,1,0,0,
2020-03-22,Neuquén,2,0,0,0,
2020-03-22,Río Negro,4,0,0,0,
2020-03-22,Salta,1,0,0,0,
2020-03-22,San Luis,1,0,0,0,
2020-03-22,Santa Cruz,1,0,0,0,
2020-03-22,Santa Fe,5,0,0,0,
2020-03-22,Santiago del Estero,1,0,0,0,
2020-03-22,Tierra del Fuego,6,0,0,0,
2020-03-22,Tucumán,7,5,0,0,
2020-03-23,Buenos Aires,73,5,,,
2020-03-23,CABA,115,11,,,
2020-03-23,Chaco,33,4,,,
2020-03-23,Córdoba,28,3,0,0,
2020-03-23,Corrientes,3,0,0,0,
2020-03-23,Entre Ríos,3,0,0,0,
2020-03-23,Jujuy,1,0,0,0,
2020-03-23,Mendoza,5,0,0,0,
2020-03-23,Misiones,1,0,0,0,
2020-03-23,Neuquén,2,0,0,0,
2020-03-23,Río Negro,4,0,0,0,
2020-03-23,Salta,1,0,0,0,
2020-03-23,San Luis,1,0,0,0,
2020-03-23,Santa Cruz,1,0,0,0,
2020-03-23,Santa Fe,18,13,0,0,
2020-03-23,Santiago del Estero,1,0,0,0,
2020-03-23,Tierra del Fuego,6,0,0,0,
2020-03-23,Tucumán,7,0,0,0,
2020-03-24,Buenos Aires,103,30,,,
2020-03-24,CABA,145,30,,,
2020-03-24,Chaco,42,9,,,
2020-03-24,Córdoba,35,7,0,0,
2020-03-24,Corrientes,3,0,0,0,
2020-03-24,Entre Ríos,3,0,0,0,
2020-03-24,Jujuy,1,0,0,0,
2020-03-24,La Pampa,1,1,0,0,
2020-03-24,Mendoza,5,0,0,0,
2020-03-24,Misiones,1,0,0,0,
2020-03-24,Neuquén,3,1,0,0,
2020-03-24,Río Negro,4,0,0,0,
2020-03-24,Salta,1,0,0,0,
2020-03-24,San Luis,1,0,0,0,
2020-03-24,Santa Cruz,2,1,0,0,
2020-03-24,Santa Fe,21,3,0,0,
2020-03-24,Santiago del Estero,1,0,0,0,
2020-03-24,Tierra del Fuego,10,4,0,0,
2020-03-24,Tucumán,7,0,0,0,
2020-03-25,Buenos Aires,133,30,,,
2020-03-25,CABA,166,21,,,
2020-03-25,Chaco,54,12,2,,
2020-03-25,Córdoba,50,15,0,0,
2020-03-25,Corrientes,3,0,0,0,
2020-03-25,Entre Ríos,6,3,0,0,
2020-03-25,Jujuy,1,0,0,0,
2020-03-25,La Pampa,1,0,0,0,
2020-03-25,Mendoza,6,1,0,0,
2020-03-25,Misiones,1,0,0,0,
2020-03-25,Neuquén,4,1,0,0,
2020-03-25,Río Negro,4,0,0,0,
2020-03-25,Salta,1,0,0,0,
2020-03-25,San Luis,5,4,0,0,
2020-03-25,Santa Cruz,7,5,0,0,
2020-03-25,Santa Fe,43,22,0,0,
2020-03-25,Santiago del Estero,1,0,0,0,
2020-03-25,Tierra del Fuego,11,1,0,0,
2020-03-25,Tucumán,9,2,0,0,
2020-03-26,Buenos Aires,160,27,,2,
2020-03-26,CABA,196,30,,1,
2020-03-26,Chaco,57,3,3,1,
2020-03-26,Córdoba,53,3,0,0,
2020-03-26,Corrientes,3,0,0,0,
2020-03-26,Entre Ríos,6,0,0,0,
2020-03-26,Jujuy,3,2,0,0,
2020-03-26,La Pampa,1,0,0,0,
2020-03-26,Mendoza,7,1,0,0,
2020-03-26,Misiones,1,0,0,0,
2020-03-26,Neuquén,7,3,0,0,
2020-03-26,Río Negro,4,0,0,0,
2020-03-26,Salta,1,0,0,0,
2020-03-26,San Luis,6,1,0,0,
2020-03-26,Santa Cruz,9,2,0,0,
2020-03-26,Santa Fe,55,12,0,0,
2020-03-26,Santiago del Estero,1,0,0,0,
2020-03-26,Tierra del Fuego,14,3,0,0,
2020-03-26,Tucumán,9,0,0,0,
2020-03-27,Buenos Aires,196,36,4,,
2020-03-27,CABA,239,43,20,,
2020-03-27,Chaco,60,3,3,0,
2020-03-27,Córdoba,58,5,0,0,
2020-03-27,Corrientes,5,2,0,0,
2020-03-27,Entre Ríos,9,3,0,0,
2020-03-27,Jujuy,3,0,0,0,
2020-03-27,La Pampa,1,0,0,0,
2020-03-27,Mendoza,8,1,0,0,
2020-03-27,Misiones,2,1,0,0,
2020-03-27,Neuquén,11,4,0,0,
2020-03-27,Río Negro,7,3,0,0,
2020-03-27,Salta,1,0,0,0,
2020-03-27,San Luis,6,0,0,0,
2020-03-27,Santa Cruz,9,0,0,0,
2020-03-27,Santa Fe,64,9,0,0,
2020-03-27,Santiago del Estero,2,1,0,0,
2020-03-27,Tierra del Fuego,14,0,0,0,
2020-03-27,Tucumán,15,6,0,0,
2020-03-28,Buenos Aires,204,8,5,1,
2020-03-28,CABA,257,18,21,1,
2020-03-28,Chaco,65,5,3,0,
2020-03-28,Córdoba,59,1,0,0,Un caso confirmado de San Luis que fue reclasificada la provincia de residencia a Córdoba
2020-03-28,Corrientes,9,4,0,0,
2020-03-28,Entre Ríos,9,0,0,0,
2020-03-28,Jujuy,3,0,0,0,
2020-03-28,La Pampa,1,0,0,0,
2020-03-28,Mendoza,9,1,0,0,
2020-03-28,Misiones,2,0,0,0,
2020-03-28,Neuquén,13,2,0,0,
2020-03-28,Río Negro,7,0,0,0,
2020-03-28,Salta,1,0,0,0,
2020-03-28,San Luis,6,0,0,0,
2020-03-28,Santa Cruz,9,0,0,0,
2020-03-28,Santa Fe,77,13,0,0,
2020-03-28,Santiago del Estero,2,0,0,0,
2020-03-28,Tierra del Fuego,18,4,0,0,
2020-03-28,Tucumán,15,0,0,0,
2020-03-29,Buenos Aires,217,16,5,0,
2020-03-29,CABA,258,13,21,0,
2020-03-29,Chaco,69,4,3,0,
2020-03-29,Córdoba,73,16,0,0,"Hoy se reportan 18 casos, pero se reclasificaron 2 casos de ayer."
2020-03-29,Corrientes,9,1,0,0,
2020-03-29,Entre Ríos,10,0,0,0,
2020-03-29,Jujuy,3,0,0,0,
2020-03-29,La Pampa,3,2,0,0,
2020-03-29,La Rioja,1,1,0,0,
2020-03-29,Mendoza,10,1,0,0,
2020-03-29,Misiones,2,1,0,0,
2020-03-29,Neuquén,12,0,0,0,
2020-03-29,Río Negro,8,0,1,0,
2020-03-29,Salta,1,0,0,0,
2020-03-29,San Juan,1,1,0,0,
2020-03-29,San Luis,6,0,0,0,
2020-03-29,Santa Cruz,9,0,0,0,
2020-03-29,Santa Fe,90,13,0,0,
2020-03-29,Santiago del Estero,2,0,0,0,
2020-03-29,Tierra del Fuego,21,4,0,0,
2020-03-29,Tucumán,15,0,1,1,
2020-03-30,Buenos Aires,253,36,7,2,
2020-03-30,CABA,292,34,21,0,
2020-03-30,Chaco,81,12,3,0,
2020-03-30,Córdoba,81,8,0,0,
2020-03-30,Corrientes,19,10,0,0,
2020-03-30,Entre Ríos,13,3,0,0,
2020-03-30,Jujuy,3,0,0,0,
2020-03-30,La Pampa,3,0,0,0,
2020-03-30,La Rioja,1,0,0,0,
2020-03-30,Mendoza,13,3,1,0,
2020-03-30,Misiones,2,0,0,0,
2020-03-30,Neuquén,20,8,1,1,
2020-03-30,Río Negro,8,0,1,0,
2020-03-30,Salta,1,0,0,0,
2020-03-30,San Juan,1,0,0,0,
2020-03-30,San Luis,6,0,0,0,
2020-03-30,Santa Cruz,9,0,0,0,
2020-03-30,Santa Fe,111,21,0,0,
2020-03-30,Santiago del Estero,2,0,0,0,
2020-03-30,Tierra del Fuego,32,11,0,0,
2020-03-30,Tucumán,15,0,2,1,
2020-03-31,Buenos Aires,270,17,7,0,
2020-03-31,CABA,311,19,21,0,
2020-03-31,Chaco,84,3,4,1,
2020-03-31,Córdoba,95,14,1,1,
2020-03-31,Corrientes,20,1,0,0,
2020-03-31,Entre Ríos,13,0,0,0,
2020-03-31,Jujuy,3,0,0,0,
2020-03-31,La Rioja,1,0,1,1,
2020-03-31,La Pampa,3,0,0,0,
2020-03-31,Mendoza,15,2,2,1,
2020-03-31,Misiones,3,1,0,0,
2020-03-31,Neuquén,20,0,1,0,
2020-03-31,Río Negro,9,1,1,0,
2020-03-31,Salta,1,0,0,0,
2020-03-31,San Juan,1,0,0,0,
2020-03-31,San Luis,6,0,0,0,
2020-03-31,Santa Cruz,9,0,0,0,
2020-03-31,Santa Fe,133,22,0,0,
2020-03-31,Santiago del Estero,2,0,0,0,
2020-03-31,Tierra del Fuego,39,7,0,0,
2020-03-31,Tucumán,16,1,2,0,
2020-04-01,Buenos Aires,280,10,9,2,
2020-04-01,CABA,321,10,22,1,
2020-04-01,Chaco,96,12,5,1,
2020-04-01,Córdoba,101,6,1,0,
2020-04-01,Corrientes,21,1,0,0,
2020-04-01,Entre Ríos,14,1,0,0,
2020-04-01,Jujuy,3,0,0,0,
2020-04-01,La Pampa,3,0,0,0,
2020-04-01,La Rioja,1,0,1,0,
2020-04-01,Mendoza,25,10,2,0,
2020-04-01,Misiones,3,0,0,0,
2020-04-01,Neuquén,24,4,2,1,
2020-04-01,Río Negro,9,0,1,0,
2020-04-01,Salta,3,2,0,0,
2020-04-01,San Juan,1,0,0,0,
2020-04-01,San Luis,7,1,0,0,
2020-04-01,Santa Cruz,19,10,0,0,
2020-04-01,Santa Fe,144,11,1,1,
2020-04-01,Santiago del Estero,2,0,0,0,
2020-04-01,Tierra del Fuego,39,0,0,0,
2020-04-01,Tucumán,17,1,2,0,
2020-04-02,Buenos Aires,316,36,11,2,
2020-04-02,CABA,345,24,22,0,
2020-04-02,Chaco,99,3,6,1,
2020-04-02,Córdoba,117,16,1,0,
2020-04-02,Corrientes,22,1,0,0,
2020-04-02,Entre Ríos,16,2,0,0,
2020-04-02,Jujuy,5,2,0,0,
2020-04-02,La Pampa,3,0,0,0,
2020-04-02,La Rioja,4,3,1,0,
2020-04-02,Mendoza,25,0,3,1,
2020-04-02,Misiones,3,0,0,0,
2020-04-02,Neuquén,28,4,2,0,
2020-04-02,Río Negro,9,0,1,0,
2020-04-02,Salta,3,0,0,0,
2020-04-02,San Juan,1,0,0,0,
2020-04-02,San Luis,9,2,0,0,
2020-04-02,Santa Cruz,21,2,0,0,
2020-04-02,Santa Fe,152,8,1,0,
2020-04-02,Santiago del Estero,3,1,0,0,
2020-04-02,Tierra del Fuego,63,24,0,0,
2020-04-02,Tucumán,21,4,2,0,
2020-04-03,Buenos Aires,338,22,13,3,
2020-04-03,CABA,373,28,22,0,
2020-04-03,Chaco,107,8,7,1,
2020-04-03,Córdoba,131,14,1,0,
2020-04-03,Corrientes,22,0,0,0,
2020-04-03,Entre Ríos,18,2,0,0,
2020-04-03,Jujuy,5,0,0,0,
2020-04-03,La Pampa,3,0,0,0,
2020-04-03,La Rioja,4,0,1,0,
2020-04-03,Mendoza,27,2,4,1,
2020-04-03,Misiones,3,0,0,0,
2020-04-03,Neuquén,29,1,2,0,
2020-04-03,Río Negro,10,1,1,0,
2020-04-03,Salta,3,0,0,0,
2020-04-03,San Juan,1,0,0,0,
2020-04-03,San Luis,10,1,0,0,
2020-04-03,Santa Cruz,21,0,0,0,
2020-04-03,Santa Fe,160,8,1,0,
2020-04-03,Santiago del Estero,3,0,0,0,
2020-04-03,Tierra del Fuego,64,1,0,0,
2020-04-03,Tucumán,21,0,3,1,
2020-04-04,Buenos Aires,364,26,16,1,
2020-04-04,CABA,407,34,22,0,
2020-04-04,Chaco,115,8,7,0,
2020-04-04,Córdoba,134,3,1,0,
2020-04-04,Corrientes,22,0,0,0,
2020-04-04,Entre Ríos,18,0,0,0,
2020-04-04,Jujuy,5,0,0,0,
2020-04-04,La Pampa,3,0,0,0,
2020-04-04,La Rioja,6,2,1,0,
2020-04-04,Mendoza,27,0,4,0,
2020-04-04,Misiones,3,0,0,0,
2020-04-04,Neuquén,33,4,2,0,
2020-04-04,Río Negro,15,5,1,0,
2020-04-04,Salta,3,0,0,0,
2020-04-04,San Juan,1,0,0,0,
2020-04-04,San Luis,10,0,0,0,
2020-04-04,Santa Cruz,22,1,0,0,
2020-04-04,Santa Fe,165,5,1,0,
2020-04-04,Santiago del Estero,4,1,0,0,
2020-04-04,Tierra del Fuego,72,8,0,0,
2020-04-04,Tucumán,22,1,3,0,
2020-04-05,Buenos Aires,397,33,17,1,
2020-04-05,CABA,439,32,23,1,
2020-04-05,Chaco,115,0,7,0,
2020-04-05,Córdoba,139,5,2,1,
2020-04-05,Corrientes,22,0,0,0,
2020-04-05,Entre Ríos,19,1,0,0,
2020-04-05,Jujuy,5,0,0,0,
2020-04-05,La Pampa,3,0,0,0,
2020-04-05,La Rioja,8,2,1,0,
2020-04-05,Mendoza,29,2,4,0,
2020-04-05,Misiones,3,0,0,0,
2020-04-05,Neuquén,44,11,2,0,
2020-04-05,Río Negro,17,2,1,0,
2020-04-05,Salta,3,0,0,0,
2020-04-05,San Juan,1,0,0,0,
2020-04-05,San Luis,10,0,0,0,
2020-04-05,Santa Cruz,23,1,0,0,
2020-04-05,Santa Fe,176,11,1,0,
2020-04-05,Santiago del Estero,4,0,0,0,
2020-04-05,Tierra del Fuego,75,3,0,0,
2020-04-05,Tucumán,22,0,3,0,
2020-04-06,Buenos Aires,409,12,18,2,
2020-04-06,CABA,456,17,27,4,
2020-04-06,Chaco,119,4,7,0,
2020-04-06,Córdoba,146,7,2,0,
2020-04-06,Corrientes,24,2,0,0,
2020-04-06,Entre Ríos,19,0,0,0,
2020-04-06,Jujuy,5,0,0,0,
2020-04-06,La Pampa,3,0,0,0,
2020-04-06,La Rioja,9,1,1,0,
2020-04-06,Mendoza,30,1,4,0,
2020-04-06,Misiones,3,0,0,0,
2020-04-06,Neuquén,50,6,3,1,
2020-04-06,Río Negro,19,2,1,0,
2020-04-06,Salta,3,0,0,0,
2020-04-06,San Juan,1,0,0,0,
2020-04-06,San Luis,11,1,0,0,
2020-04-06,Santa Cruz,23,0,0,0,
2020-04-06,Santa Fe,184,8,1,0,
2020-04-06,Santiago del Estero,10,6,0,0,
2020-04-06,Tierra del Fuego,77,2,0,0,
2020-04-06,Tucumán,27,5,3,0,
2020-04-07,Buenos Aires,443,34,20,4,
2020-04-07,CABA,480,24,29,2,
2020-04-07,Chaco,123,4,7,0,
2020-04-07,Córdoba,150,4,2,0,
2020-04-07,Corrientes,24,0,0,0,
2020-04-07,Entre Ríos,20,1,0,0,
2020-04-07,Jujuy,5,0,0,0,
2020-04-07,La Pampa,3,0,0,0,
2020-04-07,La Rioja,9,0,1,0,
2020-04-07,Mendoza,32,2,5,1,
2020-04-07,Misiones,3,0,0,0,
2020-04-07,Neuquén,53,3,3,0,
2020-04-07,Río Negro,21,2,1,0,
2020-04-07,Salta,3,0,0,0,
2020-04-07,San Juan,1,0,0,0,
2020-04-07,San Luis,11,0,0,0,
2020-04-07,Santa Cruz,31,8,0,0,
2020-04-07,Santa Fe,187,3,1,0,
2020-04-07,Santiago del Estero,9,-1,0,0,
2020-04-07,Tierra del Fuego,79,2,0,0,
2020-04-07,Tucumán,28,1,3,0,
2020-04-08,Buenos Aires,460,17,24,1,
2020-04-08,CABA,498,18,31,2,
2020-04-08,Chaco,138,15,7,0,
2020-04-08,Córdoba,151,1,2,0,
2020-04-08,Corrientes,24,0,0,0,
2020-04-08,Entre Ríos,20,0,0,0,
2020-04-08,Jujuy,5,0,0,0,
2020-04-08,La Pampa,4,1,0,0,
2020-04-08,La Rioja,9,0,1,0,
2020-04-08,Mendoza,38,6,5,0,
2020-04-08,Misiones,3,0,0,0,
2020-04-08,Neuquén,70,17,4,1,
2020-04-08,Río Negro,22,1,1,0,
2020-04-08,Salta,3,0,0,0,
2020-04-08,San Juan,1,0,0,0,
2020-04-08,San Luis,11,0,0,0,
2020-04-08,Santa Cruz,31,0,0,0,
2020-04-08,Santa Fe,189,2,1,0,
2020-04-08,Santiago del Estero,9,0,0,0,
2020-04-08,Tierra del Fuego,81,2,0,0,
2020-04-08,Tucumán,28,0,4,1,
2020-04-09,Buenos Aires,488,28,25,7,
2020-04-09,CABA,521,23,36,5,
2020-04-09,Chaco,144,6,8,1,
2020-04-09,Córdoba,156,5,2,0,
2020-04-09,Corrientes,24,0,0,0,
2020-04-09,Entre Ríos,22,2,0,0,
2020-04-09,Jujuy,5,0,0,0,
2020-04-09,La Pampa,4,0,0,0,
2020-04-09,La Rioja,14,5,1,0,
2020-04-09,Mendoza,40,2,5,0,
2020-04-09,Misiones,3,0,0,0,
2020-04-09,Neuquén,77,7,4,0,
2020-04-09,Río Negro,35,13,1,0,
2020-04-09,Salta,3,0,0,0,
2020-04-09,San Juan,1,0,0,0,
2020-04-09,San Luis,11,0,0,0,
2020-04-09,Santa Cruz,31,0,0,0,
2020-04-09,Santa Fe,196,7,2,1,
2020-04-09,Santiago del Estero,9,0,0,0,
2020-04-09,Tierra del Fuego,81,0,0,0,
2020-04-09,Tucumán,29,1,4,0,
2020-04-10,Buenos Aires,507,19,32,1,
2020-04-10,CABA,532,11,37,1,
2020-04-10,Chaco,149,5,8,0,
2020-04-10,Córdoba,169,13,2,0,
2020-04-10,Corrientes,24,0,0,0,
2020-04-10,Entre Ríos,22,0,0,0,
2020-04-10,Jujuy,5,0,0,0,
2020-04-10,La Pampa,5,1,0,0,
2020-04-10,La Rioja,14,0,1,0,
2020-04-10,Mendoza,49,9,5,0,
2020-04-10,Misiones,3,0,0,0,
2020-04-10,Neuquén,84,7,4,0,
2020-04-10,Río Negro,42,7,2,1,
2020-04-10,Salta,3,0,0,0,
2020-04-10,San Juan,1,0,0,0,
2020-04-10,San Luis,11,0,0,0,
2020-04-10,Santa Cruz,37,6,0,0,
2020-04-10,Santa Fe,197,1,2,0,
2020-04-10,Santiago del Estero,9,0,0,0,
2020-04-10,Tierra del Fuego,83,2,0,0,
2020-04-10,Tucumán,29,0,4,0,
2020-04-11,Buenos Aires,544,37,33,4,
2020-04-11,CABA,578,46,40,3,
2020-04-11,Chaco,149,0,8,0,
2020-04-11,Córdoba,201,32,2,0,
2020-04-11,Corrientes,24,0,0,0,
2020-04-11,Entre Ríos,22,0,0,0,
2020-04-11,Jujuy,5,0,0,0,
2020-04-11,La Pampa,5,0,0,0,
2020-04-11,La Rioja,18,4,1,0,
2020-04-11,Mendoza,54,5,5,0,
2020-04-11,Misiones,3,0,0,0,
2020-04-11,Neuquén,85,1,4,0,
2020-04-11,Río Negro,65,23,2,0,
2020-04-11,Salta,3,0,0,0,
2020-04-11,San Juan,2,1,0,0,
2020-04-11,San Luis,11,0,0,0,
2020-04-11,Santa Cruz,40,3,0,0,
2020-04-11,Santa Fe,200,3,2,0,
2020-04-11,Santiago del Estero,12,3,0,0,
2020-04-11,Tierra del Fuego,91,8,0,0,Se incluyeron 5 casos de las Islas Malvinas.
2020-04-11,Tucumán,30,1,4,0,
2020-04-12,Buenos Aires,572,28,37,4,
2020-04-12,CABA,586,8,41,1,
2020-04-12,Chaco,150,1,8,0,
2020-04-12,Córdoba,206,5,3,1,
2020-04-12,Corrientes,24,0,0,0,
2020-04-12,Entre Ríos,21,-1,0,0,"Un caso hasta ayer contabilizado en la provincia de Entre Ríos, hoy actualizo su domicilio y se suma a la provincia de Buenos Aires"
2020-04-12,Jujuy,5,0,0,0,
2020-04-12,La Pampa,5,0,0,0,
2020-04-12,La Rioja,19,1,1,0,
2020-04-12,Mendoza,57,3,5,0,
2020-04-12,Misiones,3,0,0,0,
2020-04-12,Neuquén,86,1,4,0,
2020-04-12,Río Negro,78,13,2,0,
2020-04-12,Salta,3,0,0,0,
2020-04-12,San Juan,2,0,0,0,
2020-04-12,San Luis,11,0,0,0,
2020-04-12,Santa Cruz,40,0,0,0,
2020-04-12,Santa Fe,203,3,2,0,
2020-04-12,Santiago del Estero,12,0,0,0,
2020-04-12,Tierra del Fuego,95,4,0,0,
2020-04-12,Tucumán,30,0,4,0,
2020-04-13,Buenos Aires,601,29,41,1,
2020-04-13,CABA,596,10,42,1,
2020-04-13,Chaco,153,3,8,0,
2020-04-13,Córdoba,210,4,4,1,
2020-04-13,Corrientes,31,7,0,0,
2020-04-13,Entre Ríos,21,0,0,0,
2020-04-13,Jujuy,5,0,0,0,
2020-04-13,La Pampa,5,0,0,0,
2020-04-13,La Rioja,22,3,1,0,
2020-04-13,Mendoza,59,2,5,0,
2020-04-13,Misiones,3,0,0,0,
2020-04-13,Neuquén,88,2,4,0,
2020-04-13,Río Negro,81,3,2,0,
2020-04-13,Salta,3,0,0,0,
2020-04-13,San Juan,2,0,0,0,
2020-04-13,San Luis,11,0,0,0,
2020-04-13,Santa Cruz,40,0,0,0,
2020-04-13,Santa Fe,205,2,2,0,
